flow_idx,from_node,to_node,from_node_name,to_node_name,value_1,value_2,value_3,value_4,year,map_estimate,posterior_mean,posterior_median,lower_bound,upper_bound
29,19,8,eol_scrap_recycled,remelting,1070.0,,,,2017,1351.3524518244935,1550.6625561226683,1536.256023692088,1146.1522420266933,2048.371289782771
30,19,9,eol_scrap_recycled,refining,658.0,,,,2017,796.2938912550841,776.0883962821748,768.8270756581433,533.8409235523817,1065.6069011837544
31,20,95,forming_scrap_generated,loss_forming_scrap,87.0,,,,2017,60.536196905761265,111.5058986324725,93.97793010045181,30.25766720396091,290.38096864627397
32,20,21,forming_scrap_generated,forming_scrap_recycled,2665.0,,,,2017,2217.407292757786,2502.1130363467596,2470.661775581891,1767.8798865809717,3450.6757041614546
33,21,8,forming_scrap_recycled,remelting,2677.0,,,,2017,2221.1077145160666,2336.3972392884143,2315.458274028345,1524.33879859567,3280.699872932638
34,21,9,forming_scrap_recycled,refining,0.0,,,,2017,0.16645804940990228,187.03428802333625,137.68349278466223,22.193358439141935,622.7086192822507
35,22,96,fabrication_scrap_generated,loss_fabrication_scrap,49.0,,,,2017,42.92565686082263,52.50224417530295,48.88015874164515,23.29656804971518,102.21411572521606
36,22,23,fabrication_scrap_generated,fabrication_scrap_recycled,971.0,,,,2017,883.541485312685,883.2629559788469,882.0507908550105,772.5432171316965,999.2571328905487
37,23,8,fabrication_scrap_recycled,remelting,922.0,,,,2017,883.8604539671161,750.7949245423431,774.2834441478278,430.56375850578723,939.7900782599434
38,23,9,fabrication_scrap_recycled,refining,0.0,,,,2017,0.12624109710568995,136.31998894005366,100.94159951529514,13.745288173526246,458.1229358221615
39,24,42,wrought_aluminum_ingot,1xxx,1728.0,,,,2017,537.1882792684951,962.6505871298586,867.6972556345006,292.19224655136213,2169.5470654252713
40,24,43,wrought_aluminum_ingot,2xxx,238.0,,,,2017,153.11259614387185,188.33403574840312,180.3346566835151,98.93755709706427,324.0247129010539
41,24,44,wrought_aluminum_ingot,3xxx,2848.0,,,,2017,1728.607930886454,1825.4152335724611,1733.3425570232646,777.2766589345948,3379.3478408372225
42,24,45,wrought_aluminum_ingot,4xxx,117.0,,,,2017,87.52982886006887,95.85801808400892,91.78255607441457,47.66226395412976,168.40500796351125
43,24,46,wrought_aluminum_ingot,5xxx,2762.0,,,,2017,1943.9706412648868,1954.1104937020814,1836.7270418597836,798.2387254244595,3783.602530921939
44,24,47,wrought_aluminum_ingot,6xxx,3218.0,,,,2017,3697.884484351374,3435.2778531003137,3413.2129941356434,2462.8661033931508,4482.334433913215
45,24,48,wrought_aluminum_ingot,7xxx,887.0,,,,2017,582.9786715504966,491.3103930832644,468.2544677914335,247.50416819434543,857.8835392194462
46,24,49,wrought_aluminum_ingot,8xxx,94.0,,,,2017,84.06122112394712,104.13473241536447,98.98417163304052,55.197110932824685,180.01162243944862
47,25,26,cast_aluminum_ingot,36x,139.9873943233654,,,,2017,145.92733503766985,149.16117019475817,148.83115708339074,123.92289062127077,178.30537270318558
48,25,27,cast_aluminum_ingot,38x,1369.275605676634,,,,2017,1362.5728483371815,1392.9509446198279,1391.6936696901234,1226.4239839185236,1572.5311322975244
49,25,28,cast_aluminum_ingot,2xx,5.802579327688045,,,,2017,5.768870563361009,5.832040481214286,5.811005181026882,5.037132886569271,6.742010069581204
50,25,29,cast_aluminum_ingot,3xx,567.7059997361048,,,,2017,561.5107574748556,572.7338982068313,571.3641390393914,501.9132077168537,647.9509205501588
51,25,30,cast_aluminum_ingot,4xx,7.889786477696971,,,,2017,7.84385957477303,7.930319100033268,7.907451553603142,6.852728433550316,9.120544967256762
52,25,31,cast_aluminum_ingot,5xx,44.9000575912573,,,,2017,44.620002129151246,45.05050149188226,44.97915650316344,38.74506960894267,51.88628882080746
53,25,32,cast_aluminum_ingot,7xx,8.033237140927826,,,,2017,7.986495748260072,8.071939328911379,8.046892175346066,6.937963212845646,9.293172119110517
54,25,33,cast_aluminum_ingot,other,289.7703397263251,,,,2017,280.5865837789889,286.7650527014372,286.1682024648816,252.05666343860187,324.1995483535156
55,26,34,36x,die_cast,147.475924987329,,,,2017,145.94149898922316,149.6971102729292,149.22816775374173,124.34043128704806,179.03423197122655
56,27,34,38x,die_cast,1442.524075012671,,,,2017,1363.1996457198463,1399.0465515290011,1396.2611700038872,1235.4919113119527,1580.543336335422
57,28,36,2xx,sand_cast,1.923056763564638,,,,2017,1.9229946802124656,1.9698194239296167,1.9598693338259032,1.5165927709851803,2.4981917945179983
58,29,36,3xx,sand_cast,188.1457884253907,,,,2017,187.50866097123588,193.77033942671758,192.58848054070106,151.5107168941515,241.09987083925242
59,30,36,4xx,sand_cast,2.614786699531646,,,,2017,2.6146997563043946,2.665646185082967,2.6468696612781875,2.062641136163407,3.39854445102475
60,31,36,5xx,sand_cast,14.88051339915282,,,,2017,14.875530657333249,15.209784340098865,15.123528243300994,11.76621631055871,19.301537498081256
61,32,36,7xx,sand_cast,2.662328275886768,,,,2017,2.6622488309499084,2.72348503807668,2.705590841985365,2.109617583299578,3.453447439514967
62,33,36,other,sand_cast,84.77352643647342,,,,2017,84.7722170910717,86.43061653065628,85.79399056961981,66.63024421405055,108.8763948831365
63,28,38,2xx,permanent_semi_permanent_mold_cast,3.846113527129276,,,,2017,3.8458918664820185,3.881216166643523,3.8648301702281254,3.2402846148415736,4.601799751514113
64,29,38,3xx,permanent_semi_permanent_mold_cast,376.2915768507814,,,,2017,374.10295161656626,381.13568543424293,379.89611449669724,322.68367712694675,445.63486914218396
65,30,38,4xx,permanent_semi_permanent_mold_cast,5.229573399063292,,,,2017,5.229186642881125,5.29122042012559,5.269126266858116,4.410543698140562,6.236858668286515
66,31,38,5xx,permanent_semi_permanent_mold_cast,29.76102679830564,,,,2017,29.745219504764982,30.003024081505764,29.920639991484805,24.929251409349252,35.55218304406177
67,32,38,7xx,permanent_semi_permanent_mold_cast,5.324656551773534,,,,2017,5.324274317800849,5.375758756483637,5.362735040836097,4.447058675578292,6.389172910207316
68,33,38,other,permanent_semi_permanent_mold_cast,169.5470528729468,,,,2017,169.35858036186335,169.78821826689372,169.43416758280347,141.8721459664091,200.21001711344326
69,33,40,other,other_cast,25.0,,,,2017,26.469783800434808,31.50775379590369,30.795542975405418,19.791689044957213,46.84383058579831
70,25,97,cast_aluminum_ingot,export_cast_aluminum_ingot,275.0,,,,2017,259.9884380566119,278.43857960490124,273.42302986187536,178.5202163378384,415.15887484588586
71,24,109,wrought_aluminum_ingot,export_wrought_aluminum_ingot,,,,,2017,0.8228565172384681,199.11369498831198,125.05133771442146,18.702543805195027,797.0172235765017
72,34,35,die_cast,scrap_cast,530.0,,,,2017,548.664525490236,544.7533422773786,532.3147822673949,332.0840107184622,816.1528624285424
73,35,34,scrap_cast,die_cast,530.0,,,,2017,548.6566003193624,570.7990109519704,554.8033007407319,354.3212740189188,863.8754925503249
74,36,37,sand_cast,scrap_sand_cast,197.0,,,,2017,180.41267968991,180.46857402222645,175.99729894471875,104.70708392001785,283.96663860774515
75,37,36,scrap_sand_cast,sand_cast,197.0,,,,2017,180.42466950527094,188.47049463377772,182.5372827596583,112.31337055596472,299.4471926538968
76,38,39,permanent_semi_permanent_mold_cast,scrap_semi_permanent_mold_cast,197.0,,,,2017,176.10397750427717,184.00659026152135,179.46500024099726,101.40429010775097,294.97549432130313
77,39,38,scrap_semi_permanent_mold_cast,permanent_semi_permanent_mold_cast,197.0,,,,2017,176.1132742192868,192.24558721233018,185.8720400137056,108.6129695962937,313.4261192234938
78,40,41,other_cast,scrap_other_cast,17.0,,,,2017,5.700779381632363,8.655608278371979,8.10600160963419,3.744336718563886,16.86505947555718
79,41,40,scrap_other_cast,other_cast,17.0,,,,2017,5.704198197155058,8.746606418848312,8.143476215066304,3.8259362999417332,17.332432298053416
80,34,98,die_cast,export_cast_semifinished_products,18.0,,,,2017,18.759594758514346,51.5139416194141,38.617975221483164,8.442321741970721,168.36480685707585
81,42,51,1xxx,rolling,1116.0,,,,2017,355.22757439829337,663.0781121006785,577.1235124157711,191.2874228012502,1647.7453836054044
82,42,53,1xxx,extrusion,274.0,,,,2017,88.23593823014991,188.86226048180083,160.06019318328072,44.93779764451832,507.09049237588766
83,42,55,1xxx,drawing,284.0,,,,2017,76.46698778272554,128.84683025367696,116.35150334676906,47.64924196830297,291.6782396549581
84,42,57,1xxx,other_milling_processes,54.0,,,,2017,18.220059253214302,45.66562104780333,34.755776553624656,8.482599990113314,143.66867571362974
85,43,51,2xxx,rolling,122.0,,,,2017,78.07441477067951,96.94888658144006,92.77238171690237,47.69627157005999,174.96300227168868
86,43,53,2xxx,extrusion,108.0,,,,2017,69.33346813655318,87.28127642665173,83.03663452407264,42.82544988734351,157.78754394981715
87,43,55,2xxx,drawing,3.0,,,,2017,1.8279657366738746,6.4713521935042895,4.842929148490514,0.9571132337373667,21.51012232757741
88,43,57,2xxx,other_milling_processes,6.0,,,,2017,3.9055852972706,8.895004774856861,7.096550436851813,1.753490210478749,27.083254388491564
89,44,51,3xxx,rolling,2417.0,,,,2017,1469.7117948183613,1564.821709903774,1456.4953202249021,695.4965416004667,3052.0191681927813
90,44,53,3xxx,extrusion,358.0,,,,2017,225.87971773219556,285.90522851418154,252.87058753931274,91.48923371518671,668.7640772903452
91,44,55,3xxx,drawing,56.0,,,,2017,21.640793243870664,46.036070169144566,36.16215217049485,9.134754657307647,139.06412554568882
92,44,57,3xxx,other_milling_processes,18.0,,,,2017,13.207319044248978,42.356322020651405,28.85930863315022,5.006194961574358,158.14936166253673
93,45,51,4xxx,rolling,24.0,,,,2017,17.832927304070218,22.460767976285954,20.794365025159717,9.452514710180647,44.25002534463152
94,45,57,4xxx,other_milling_processes,93.0,,,,2017,69.70824365571714,79.05995164437722,75.44458527730868,38.62992070706614,140.65945264579838
95,46,51,5xxx,rolling,2472.0,,,,2017,1759.2549188346004,1787.4523831865563,1637.7313504719418,771.5139023008986,3624.875135023545
96,46,53,5xxx,extrusion,169.0,,,,2017,125.44190370519466,183.93964638869315,151.39509044192093,43.75438630037882,508.42660467469494
97,46,55,5xxx,drawing,97.0,,,,2017,41.85730785066469,63.99290164575348,53.92299077849228,17.07938210181274,173.82761945820855
98,46,57,5xxx,other_milling_processes,23.0,,,,2017,20.28099287670327,45.659988339383744,33.3966100889712,6.279715201296246,164.22179747234082
99,47,51,6xxx,rolling,1007.0,,,,2017,1120.5386529993618,1106.3917975582465,1070.0091795793276,611.0350840797249,1793.5506132997527
100,47,53,6xxx,extrusion,2087.0,,,,2017,2511.3856457503875,2396.4627008525777,2381.3854534801267,1833.8410103259523,3044.447368853894
101,47,55,6xxx,drawing,119.0,,,,2017,60.52889972839228,85.88312449446785,74.74125879208341,26.843328151942682,210.45736374042565
102,47,57,6xxx,other_milling_processes,6.0,,,,2017,10.871822528179154,54.31837742343071,36.30611410637204,6.256162382939392,207.82933619371647
103,48,51,7xxx,rolling,322.0,,,,2017,207.05645656870237,188.80712087984114,176.31502767411723,84.69431353990281,359.43101237093913
104,48,53,7xxx,extrusion,278.0,,,,2017,180.8707806049117,167.47737894683797,156.5628057969937,71.75518495272233,321.45265226699405
105,48,55,7xxx,drawing,3.0,,,,2017,1.6231190936826096,12.240416061607382,7.810338957141937,1.2308962021763996,49.950156789033095
106,48,57,7xxx,other_milling_processes,284.0,,,,2017,193.6788394456963,151.8170441389765,144.13813608158125,75.82281104668216,278.97732586929914
107,49,51,8xxx,rolling,7.0,,,,2017,6.343700061277784,10.143005497215977,8.955626453135146,3.2606718755374455,23.99668370059065
108,49,53,8xxx,extrusion,35.0,,,,2017,31.780326762196793,40.84595414463321,38.16782017420306,19.31894370772902,76.61950960490977
109,49,55,8xxx,drawing,49.0,,,,2017,43.19490505178806,53.47170791608578,51.10691588297054,27.346978547325314,94.76515018764596
110,49,57,8xxx,other_milling_processes,3.0,,,,2017,2.742706970912787,5.771993993662449,4.697146947302395,1.3434043443892743,16.55581143415706
111,34,69,die_cast,building_construction,19.0,,,,2017,19.907422417986258,52.657127653043815,40.59891711934627,9.071795264500834,170.56126591758579
112,34,70,die_cast,transportation_auto,1001.0,,,,2017,1045.299203515944,922.7177471884227,919.303741005579,718.8035026834525,1151.302558961048
113,34,71,die_cast,transportation_other,153.0,,,,2017,160.56362755506674,171.29235721215358,161.43465282532333,77.50300531247143,316.6665774623177
114,34,72,die_cast,machine_industry,36.0,,,,2017,38.516728453322145,69.57228595786411,57.642928206269524,16.473642568146023,192.1467929000181
115,34,73,die_cast,electrical_equipment,47.0,,,,2017,49.06666707527099,76.82066630677618,65.70779334852992,20.590096498121614,194.59267218465783
116,34,74,die_cast,consumer_durables,96.0,,,,2017,96.802184115282,116.2018556129619,105.45038746892592,44.79258111017715,253.4495135541572
117,34,76,die_cast,other_end_uses,74.0,,,,2017,80.16803151941473,103.73831533844817,94.39196382907112,34.703050793806845,233.11804925496094
118,36,70,sand_cast,transportation_auto,242.0,,,,2017,216.49752553115908,191.83833370648188,191.35348361857066,139.90245802987178,247.31468630165367
119,36,71,sand_cast,transportation_other,42.0,,,,2017,37.63112803142758,41.52323546462661,38.95862269614804,17.5869878097631,80.77468817510322
120,36,72,sand_cast,machine_industry,6.0,,,,2017,5.404340784545047,14.882737522150405,11.402909037927138,2.5636996849186127,49.507103516945485
121,36,73,sand_cast,electrical_equipment,8.0,,,,2017,7.157986357411625,15.930932128278835,12.36615300306813,3.1827889393644875,49.633375012266626
122,36,74,sand_cast,consumer_durables,16.0,,,,2017,14.17361311378043,21.628205288039887,18.525997389255295,6.1814975992313554,54.611713454023864
123,36,76,sand_cast,other_end_uses,15.0,,,,2017,13.55786077010091,21.530348251862804,18.28406549093421,5.6360525239629,54.37663840414349
124,38,70,permanent_semi_permanent_mold_cast,transportation_auto,483.0,,,,2017,419.2337353141222,374.1704150612492,373.7887755869202,287.66803876645395,465.4118970393421
125,38,71,permanent_semi_permanent_mold_cast,transportation_other,70.0,,,,2017,60.859479747195756,67.55064424816145,62.610050798999396,28.45020788548031,133.18845495707345
126,38,72,permanent_semi_permanent_mold_cast,machine_industry,18.0,,,,2017,15.795447260289706,30.218671548309832,24.563883990567273,6.4855499955427165,85.98712518516908
127,38,73,permanent_semi_permanent_mold_cast,electrical_equipment,24.0,,,,2017,20.835685996904914,34.14315481469315,29.53441513622286,8.708178927512732,88.68435141935707
128,38,74,permanent_semi_permanent_mold_cast,consumer_durables,48.0,,,,2017,40.97849822156543,51.331833343855486,46.49134619403358,18.554381557751288,110.49200888856173
129,38,76,permanent_semi_permanent_mold_cast,other_end_uses,34.0,,,,2017,29.996689460953206,42.23376305388225,36.916140239453355,12.804171700219563,101.69935449090092
130,40,76,other_cast,other_end_uses,84.0,,,,2017,26.480301742682897,31.457293913824287,30.603982158674985,19.827516632303656,47.247713894665225
131,50,51,import_mill_semifinished_products,rolling,1100.0,,,,2017,1229.8617092446013,1126.5234005048742,1128.5587985276607,934.67059450724,1309.0366624168823
132,50,53,import_mill_semifinished_products,extrusion,0.0,,,,2017,0.011679929711791753,30.599007973210966,19.057308271612794,2.648151232937625,123.2942892044838
133,50,55,import_mill_semifinished_products,drawing,229.5269584770069,,,,2017,180.99338235073455,175.39147649169712,170.6109438370677,103.53308977314872,278.46166620245924
134,50,57,import_mill_semifinished_products,other_milling_processes,0.0,,,,2017,0.01301706696186364,25.388158693573036,15.360357476893807,2.122625907822165,110.44085229007368
135,50,59,import_mill_semifinished_products,sheet_plate,0.0,,,,2017,0.011516429461122088,29.904312765911698,18.74992386613272,2.642195535267428,126.80091966183178
136,50,61,import_mill_semifinished_products,foil,205.0,,,,2017,221.551823923444,217.9770675476853,213.36476398924736,124.092209934982,341.67725081203525
137,50,63,import_mill_semifinished_products,extruded_products,0.0,,,,2017,0.011829136947763655,30.521385557754602,19.293888066398836,2.8498565686640176,127.60506121192913
138,50,65,import_mill_semifinished_products,wire,312.0,,,,2017,210.01082018394254,185.17884795098269,181.65113918155257,120.94040896323918,264.65727143528335
139,50,66,import_mill_semifinished_products,forging_impacts,0.0,,,,2017,0.012521954259071408,17.302822345043605,10.976220520111045,1.63631745665904,70.72029217820268
140,50,67,import_mill_semifinished_products,powerder_paste,15.0,,,,2017,16.444821971967468,20.23619088414333,17.198782780528916,5.471243219525873,54.75093367921922
141,51,52,rolling,scrap_rolling,1600.0,,,,2017,1349.762143189919,1522.513399042039,1489.35480821786,880.966277389883,2387.3976530012064
142,51,59,rolling,sheet_plate,4512.0,,,,2017,3895.015418608838,3799.5887577864114,3794.977545640734,3231.0097713057253,4412.034168464573
143,51,61,rolling,foil,631.0,,,,2017,434.2582704245178,439.81138822255707,435.3887226155849,317.79640704976543,595.292596746182
144,51,99,rolling,export_milling_semifinished_products,1111.0,,,,2017,590.2892619709972,598.073279457298,572.2245393273158,309.3156823639561,1028.2985936387838
145,52,20,scrap_rolling,forming_scrap_generated,1600.0,,,,2017,1351.314939707616,1542.3827832560162,1497.9181572146008,905.6450408332039,2459.8103184143547
146,53,54,extrusion,scrap_extrusion,738.0,,,,2017,672.6661884707305,753.03934148334,739.3005141668723,432.6575517912754,1163.587380510946
147,53,63,extrusion,extruded_products,2444.0,,,,2017,2403.613523546736,2347.9828917208147,2346.873271568848,2099.140918823577,2602.3020219612495
148,53,99,extrusion,export_milling_semifinished_products,229.0,,,,2017,163.33153152768267,200.03926424553367,181.62383259144497,76.4822826147075,431.38731088634626
149,54,20,scrap_extrusion,forming_scrap_generated,738.0,,,,2017,672.9517397814694,762.1196401577334,744.5228790378777,446.20988844207966,1198.9537781349288
150,55,56,drawing,scrap_drawing,118.0,,,,2017,99.98533739253782,142.97411986801697,138.15337817213407,80.48410894936062,232.54855574123252
151,55,65,drawing,wire,451.0,,,,2017,295.2473717503001,333.7736255981265,331.55144866910905,256.7414593206358,428.30859162562274
152,55,99,drawing,export_milling_semifinished_products,41.0,,,,2017,32.57472377723397,54.85230622724105,49.75714938567384,19.25116454898629,117.33599102816642
153,56,20,scrap_drawing,forming_scrap_generated,118.0,,,,2017,100.01248692093976,145.45293079408796,139.6428491428294,83.2954894977905,239.74445189364684
154,57,58,other_milling_processes,scrap_other_milling_processes,209.0,,,,2017,149.59040715211526,201.81860389302307,197.6274966441229,117.55907253646626,314.00896315094127
155,57,66,other_milling_processes,forging_impacts,200.0,,,,2017,144.70459628368454,135.1778962574321,135.00656747651223,107.83833048635302,164.24001826053455
156,57,67,other_milling_processes,powerder_paste,55.0,,,,2017,38.462542599038215,39.46050573158072,38.42700615784541,22.326191829503237,63.344541972477
157,57,99,other_milling_processes,export_milling_semifinished_products,0.0,,,,2017,0.011195498428104191,13.232068624389184,8.159042165524248,1.0955285039659153,57.6384328707659
158,58,20,scrap_other_milling_processes,forming_scrap_generated,209.0,,,,2017,149.61340147222782,206.759527113671,201.40393115078706,123.31905198586841,326.1158824610456
159,59,60,sheet_plate,scrap_sheet_plate,788.0,,,,2017,789.1218628035234,780.1669979481867,779.0267903484489,670.4457808457829,899.4025626517779
160,59,69,sheet_plate,building_construction,557.0,,,,2017,384.78680463382045,383.49484739628963,373.0975760567817,233.24732203129759,594.7389834302808
161,59,70,sheet_plate,transportation_auto,888.0,,,,2017,611.850338923374,585.0364549043138,576.2826507178447,386.5437329078006,832.0466528344004
162,59,71,sheet_plate,transportation_other,604.0,,,,2017,418.705452415162,414.5084664854097,404.66375764707817,255.7967469889963,626.9233802202873
163,59,72,sheet_plate,machine_industry,287.0,,,,2017,201.80502242161288,217.9133079384423,207.54363923186241,109.7589324112103,387.9840472308167
164,59,73,sheet_plate,electrical_equipment,153.0,,,,2017,105.45775899457847,127.21847076893503,117.91415244451737,50.0068814232101,262.4973975635817
165,59,74,sheet_plate,consumer_durables,285.0,,,,2017,190.77720799078725,202.65105249148235,194.03605721407672,100.92057349533017,358.7288512737044
166,59,75,sheet_plate,container_packages,1706.0,,,,2017,1181.1298036807536,1112.9155615177099,1107.5762061054784,821.5115988449046,1456.548136064682
167,59,76,sheet_plate,other_end_uses,33.0,,,,2017,23.444248200984983,53.99536938954226,43.26642404328794,10.435437114218772,164.55289241660216
168,60,22,scrap_sheet_plate,fabrication_scrap_generated,788.0,,,,2017,790.0671107551537,797.0957191514992,795.2521660250402,689.0243450735251,916.0614566200533
169,61,62,foil,scrap_foil,31.0,,,,2017,31.093863684771925,30.98911399606287,30.9014000006848,25.51304359647781,36.885236626095256
170,61,69,foil,building_construction,17.0,,,,2017,16.79612579646495,21.574965300661255,19.489262253849436,8.322382633381602,46.48787055868036
171,61,70,foil,transportation_auto,36.0,,,,2017,35.55123501752012,39.0035444120685,37.321711298887436,20.082633161480548,68.52881915874941
172,61,71,foil,transportation_other,11.0,,,,2017,10.919417419727685,16.10448466147594,14.141434389593876,4.784801412224552,38.71474088615868
173,61,72,foil,machine_industry,3.0,,,,2017,2.974049182588173,8.586602250342073,6.490037393772226,1.4756362061980357,27.938492188381375
174,61,73,foil,electrical_equipment,5.0,,,,2017,4.937615289636048,10.295535657385221,8.206008834985354,2.3228166946876234,30.40347752173381
175,61,74,foil,consumer_durables,137.0,,,,2017,134.58997622316477,131.1944338481298,129.62214207150754,91.30474747857549,178.92102516717063
176,61,75,foil,container_packages,423.0,,,,2017,418.09419010810166,395.6250885617328,395.0846065998072,323.55861086372937,473.77735335043445
177,61,76,foil,other_end_uses,1.0,,,,2017,0.9929945449228642,7.100140591806673,4.709802339012348,0.74480584232857,28.32842095742811
178,62,22,scrap_foil,fabrication_scrap_generated,31.0,,,,2017,31.09423150054126,31.68016866104217,31.524565464112833,26.31297841556419,37.75603825257662
179,63,64,extruded_products,scrap_extruded_products,103.0,,,,2017,103.98430974701121,104.4022322108505,103.88751517528685,86.54842311729749,124.56249415581493
180,63,69,extruded_products,building_construction,915.0,,,,2017,870.9779714626064,835.2705993136967,829.9502958835935,664.2983754781769,1030.8696427057466
181,63,70,extruded_products,transportation_auto,284.0,,,,2017,269.8900356565286,271.1475842671266,264.8947535624506,171.6422968215798,401.4155808916903
182,63,71,extruded_products,transportation_other,480.0,,,,2017,435.4142162412132,426.50493616050795,422.8767220486659,301.43459785874364,575.6195707432091
183,63,72,extruded_products,machine_industry,237.0,,,,2017,228.00541865404657,234.74760687004598,228.61200901492742,142.00979279246778,352.5789791383227
184,63,73,extruded_products,electrical_equipment,243.0,,,,2017,230.95132725622457,236.04766406643114,230.79648026920887,145.97921804107514,358.65324090094697
185,63,74,extruded_products,consumer_durables,247.0,,,,2017,230.607632176733,234.37977543646,229.25888571799837,144.77358235987154,350.8211108276715
186,63,76,extruded_products,other_end_uses,39.0,,,,2017,37.764514019463235,55.79003103931294,49.064566973659865,17.128447930840775,130.01169229740802
187,64,22,scrap_extruded_products,fabrication_scrap_generated,103.0,,,,2017,103.98900207880645,106.17161102419621,105.62997387165838,88.40417734042951,126.66423832910475
188,65,69,wire,building_construction,15.422128,,,,2017,16.97070105250238,21.293128353233744,19.652090204380258,9.223064577848216,41.86930790782171
189,65,71,wire,transportation_other,12.246984,,,,2017,13.479828685801028,17.78558754082691,16.37702207723892,7.147362945571823,36.943537746538375
190,65,72,wire,machine_industry,8.618248,,,,2017,9.505506666690014,13.911760522211084,12.424960124554756,4.437151298024074,31.468933585424033
