Flow index,from_node_name,to_node_name,coverage,frequency,spatial_boundary,obs_std
186,Scrap Foil,Fabrication scrap (generated),1,2,1,0.1111111111111111
187,Extruded Products,Scrap Extruded Products,3,1,2,0.2333333333333334
188,Extruded Products,Building & construction,3,2,1,0.2333333333333334
189,Extruded Products,Transportation auto,2,3,2,0.2944444444444445
190,Extruded Products,Transportation other,3,3,1,0.2944444444444445
191,Extruded Products,Machine & industry,1,3,2,0.2333333333333334
192,Extruded Products,Electrical & equipment,2,1,2,0.17222222222222233
193,Extruded Products,Consumer durables,1,2,2,0.17222222222222233
194,Extruded Products,Other end uses,1,2,1,0.1111111111111111
195,Scrap Extruded Products,Fabrication scrap (generated),3,2,1,0.2333333333333334
196,Wire,Building & construction,2,3,2,0.2944444444444445
197,Wire,Transportation other,3,1,1,0.17222222222222233
198,Wire,Machine & industry,3,3,2,0.3555555555555555
199,Wire,Electrical & equipment,2,3,1,0.2333333333333334
200,Wire,Consumer durables,1,2,2,0.17222222222222233
201,Wire,Other end uses,1,3,2,0.2333333333333334
202,Forging & impacts,Transportation auto,2,2,1,0.17222222222222233
203,Forging & impacts,Transportation other,1,1,2,0.1111111111111111
204,Forging & impacts,Machine & industry,2,2,1,0.17222222222222233
205,Forging & impacts,Electrical & equipment,2,1,2,0.17222222222222233
206,Forging & impacts,Consumer durables,3,2,2,0.2944444444444445
207,Forging & impacts,Container & packages,2,3,1,0.2333333333333334
208,Forging & impacts,Other end uses,3,3,1,0.2944444444444445
209,Powerder & Paste,Other end uses,1,1,1,0.050000000000000044
210,Import finished consumption,Building & construction,1,1,2,0.1111111111111111
211,Import finished consumption,Transportation auto,1,1,1,0.050000000000000044
212,Import finished consumption,Transportation other,1,2,2,0.17222222222222233
213,Import finished consumption,Machine & industry,3,2,2,0.2944444444444445
214,Import finished consumption,Electrical & equipment,1,1,1,0.050000000000000044
215,Import finished consumption,Consumer durables,2,3,1,0.2333333333333334
216,Import finished consumption,Container & packages,2,2,2,0.2333333333333334
217,Import finished consumption,Other end uses,2,2,2,0.2333333333333334
218,Building & construction,Export finished consumption,3,2,1,0.2333333333333334
219,Building & construction,Consumption Building & construction,1,1,1,70.27870535000005
220,Transportation auto,Export finished consumption,1,1,1,0.050000000000000044
221,Transportation auto,Consumption Transportation auto,1,1,1,86.85833665000008
222,Transportation other,Export finished consumption,3,1,1,0.17222222222222233
223,Transportation other,Consumption Transportation other,2,1,2,158.17976177722232
224,Machine & industry,Export finished consumption,2,3,2,0.2944444444444445
225,Machine & industry,Consumption Machine & industry,1,3,2,171.84411225333338
226,Electrical & equipment,Export finished consumption,2,1,2,0.17222222222222233
227,Electrical & equipment,Consumption Electrical & equipment,2,2,1,164.85850340555567
228,Consumer durables,Export finished consumption,3,1,1,0.17222222222222233
229,Consumer durables,Consumption Consumer durables,3,3,1,431.5713700611112
230,Container & packages,Export finished consumption,3,3,2,0.3555555555555555
231,Container & packages,Consumption Container & packages,3,2,2,500.50842412777786
232,Other end uses,Export finished consumption,1,3,1,0.17222222222222233
233,Other end uses,Consumption Other end uses,3,1,1,46.282216475000034
234,EOL scrap Building & construction,EOL scrap (generated),2,2,2,68.66926080000002
235,EOL scrap Transportation auto,EOL scrap (generated),1,1,2,155.68832944444443
236,EOL scrap Transportation other,EOL scrap (generated),2,1,1,62.838766011111105
237,EOL scrap Machine & industry,EOL scrap (generated),2,2,1,48.72618977333337
238,EOL scrap Electrical & equipment,EOL scrap (generated),2,1,2,65.24870932500004
239,EOL scrap Consumer durables,EOL scrap (generated),3,3,1,277.96971150222225
240,EOL scrap Container & packages,EOL scrap (generated),3,1,1,292.7514453444446
241,EOL scrap Other end uses,EOL scrap (generated),1,2,1,29.187353744444444
